event_id,ticket,position_id,event_type,action,symbol,lots,open_price,close_price,sl,tp,commission,swap,pips,profit,comment,magic_number,duration_sec,account_id,account_label,account_currency,open_time_xm,close_time_xm,open_time_vn,close_time_vn,trade_date_xm,trade_date_vn,usd_vnd_rate,profit_vnd,commission_vnd,swap_vnd,fx_rate_source,fx_rate_time_utc,source_system,etl_run_id,synced_at_utc,source_hash,is_deleted
400862814:127142989,119256543,119245026,trade,Buy,GOLD,0.01,,5150.82,,,0.0,0.0,,-7.82,,0,,400862814,A_main_trade,USD,2026-03-05T12:31:03+02:00,2026-03-05T12:31:03+02:00,2026-03-05T17:31:03+07:00,2026-03-05T17:31:03+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,8d8ff298c959f995d32f0f86eb7e1481f0291ad2aaebba0b8f7aca861cab0691,False
400862814:127142990,119256547,119254443,trade,Buy,GOLD,0.01,,5150.82,,,0.0,0.0,,-6.6899999999999995,,0,,400862814,A_main_trade,USD,2026-03-05T12:31:03+02:00,2026-03-05T12:31:03+02:00,2026-03-05T17:31:03+07:00,2026-03-05T17:31:03+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,69a7561faf7ef870164fe8fbd7219e7e408e668c81bead428542c4ad8e41e342,False
400862814:127142991,119256548,119255176,trade,Buy,GOLD,0.01,,5150.82,,,0.0,0.0,,-7.23,,0,,400862814,A_main_trade,USD,2026-03-05T12:31:03+02:00,2026-03-05T12:31:03+02:00,2026-03-05T17:31:03+07:00,2026-03-05T17:31:03+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,df2434d69365a5f2ccb60ff1509901913373bb254e9931ef031af2225f7a338d,False
400862814:127142994,0,0,deposit,Deposit,,0.0,,0.0,,,0.0,0.0,,295.17,EXP06,0,,400862814,A_main_trade,USD,2026-03-05T12:31:03+02:00,2026-03-05T12:31:03+02:00,2026-03-05T17:31:03+07:00,2026-03-05T17:31:03+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,d6c94d89af4f3cb883e7db4d6ec0e5194fb1cfb2fdb9e0882457dc2de7aa029e,False
400862814:127142996,0,0,credit,Credit,,0.0,,0.0,,,0.0,0.0,,-295.17,Credit Out,0,,400862814,A_main_trade,USD,2026-03-05T12:31:03+02:00,2026-03-05T12:31:03+02:00,2026-03-05T17:31:03+07:00,2026-03-05T17:31:03+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,7dbcc8138239289ef301ac115315b3dde5b56f9f3dac0c8d3361e54ae0d63160,False
400862814:127142263,119255859,119255859,trade,Sell,GOLD,0.01,,5148.33,,,0.0,0.0,,0.0,,0,,400862814,A_main_trade,USD,2026-03-05T12:30:44+02:00,2026-03-05T12:30:44+02:00,2026-03-05T17:30:44+07:00,2026-03-05T17:30:44+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,096e02ab102a443563e280cb72fce127dc83aea8bf1441ea938e7b4ba70fee35,False
400862814:127142278,119255873,119255873,trade,Sell,GOLD,0.01,,5148.52,,,0.0,0.0,,0.0,,0,,400862814,A_main_trade,USD,2026-03-05T12:30:44+02:00,2026-03-05T12:30:44+02:00,2026-03-05T17:30:44+07:00,2026-03-05T17:30:44+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,43d0cf9d5fa9e0015201d750f9f4ba95b72c9f9ad49f325f31d0e281665bbc68,False
400862814:127142062,119255665,119255533,trade,Sell,GOLD,0.01,,5147.31,,,0.0,0.0,,0.32,,0,,400862814,A_main_trade,USD,2026-03-05T12:30:40+02:00,2026-03-05T12:30:40+02:00,2026-03-05T17:30:40+07:00,2026-03-05T17:30:40+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,992569120a75bd3a09c5f28285e550cd120d87ac828db2ff4cac16eb985aa58d,False
400862814:127141922,119255533,119255533,trade,Buy,GOLD,0.01,,5146.99,,,0.0,0.0,,0.0,,0,,400862814,A_main_trade,USD,2026-03-05T12:30:36+02:00,2026-03-05T12:30:36+02:00,2026-03-05T17:30:36+07:00,2026-03-05T17:30:36+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,5c05d21837d74cd0bcf5101a30412e0e819f559fb2ca9c69979fd9c8048251f0,False
400862814:127141548,119255176,119255176,trade,Sell,GOLD,0.01,,5143.59,,,0.0,0.0,,0.0,,0,,400862814,A_main_trade,USD,2026-03-05T12:30:08+02:00,2026-03-05T12:30:08+02:00,2026-03-05T17:30:08+07:00,2026-03-05T17:30:08+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,3f08e75773866e2af8c1db5d138db56d5b9ed2105c32d489d61e53c48fb7d6e4,False
400862814:127141432,119255070,119245166,trade,Buy,GOLD,0.01,,5143.96,,,0.0,0.0,,-0.48,,0,,400862814,A_main_trade,USD,2026-03-05T12:29:55+02:00,2026-03-05T12:29:55+02:00,2026-03-05T17:29:55+07:00,2026-03-05T17:29:55+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,1035f42cfb1c53dd005f766d22d229d220a8bc1a9a2e842f2c3df9a78f25894d,False
400862814:127140760,119254443,119254443,trade,Sell,GOLD,0.01,,5144.13,,,0.0,0.0,,0.0,,0,,400862814,A_main_trade,USD,2026-03-05T12:28:21+02:00,2026-03-05T12:28:21+02:00,2026-03-05T17:28:21+07:00,2026-03-05T17:28:21+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,26380ef1fae7e4ecce089da73f7b1abfd249724d968c1c0be6690c663493db97,False
400862814:127139649,119253389,119253389,trade,Sell,GOLD,0.01,,5144.92,,,0.0,0.0,,0.0,,0,,400862814,A_main_trade,USD,2026-03-05T12:26:22+02:00,2026-03-05T12:26:22+02:00,2026-03-05T17:26:22+07:00,2026-03-05T17:26:22+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,b8caa40b4ddcfc14d01231e758ef220690c510a1e5c7da41771e8e8ad41156fb,False
400862814:127138893,119252649,119252649,trade,Sell,GOLD,0.01,,5146.0,,,0.0,0.0,,0.0,,0,,400862814,A_main_trade,USD,2026-03-05T12:25:34+02:00,2026-03-05T12:25:34+02:00,2026-03-05T17:25:34+07:00,2026-03-05T17:25:34+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,aa15edf0db13bf7a3f9905dd221f9a7f44a5840815cc2f0f603a26e79f408382,False
400862814:127138388,119252177,119251541,trade,Sell,GOLD,0.01,,5145.38,,,0.0,0.0,,-2.67,,0,,400862814,A_main_trade,USD,2026-03-05T12:24:43+02:00,2026-03-05T12:24:43+02:00,2026-03-05T17:24:43+07:00,2026-03-05T17:24:43+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,d67bff187aa6f65bf1ddf52cf3051173f3062571ac4f95743378f91dba77c75d,False
400862814:127137744,119251541,119251541,trade,Buy,GOLD,0.01,,5148.05,,,0.0,0.0,,0.0,,0,,400862814,A_main_trade,USD,2026-03-05T12:23:59+02:00,2026-03-05T12:23:59+02:00,2026-03-05T17:23:59+07:00,2026-03-05T17:23:59+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,5883824405603d54773e2227953ca1e2f43646e3e8bffca45e42288c95cad383,False
400862814:127132989,119247056,119247056,trade,Sell,GOLD,0.01,,5143.27,,,0.0,0.0,,0.0,,0,,400862814,A_main_trade,USD,2026-03-05T12:19:09+02:00,2026-03-05T12:19:09+02:00,2026-03-05T17:19:09+07:00,2026-03-05T17:19:09+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,c54c2867aa132d4030b95dad46e5056111443ea36cb4fa0f8ec592c28613ae50,False
400862814:127131534,119245653,119245653,trade,Sell,GOLD,0.01,,5142.29,,,0.0,0.0,,0.0,,0,,400862814,A_main_trade,USD,2026-03-05T12:16:58+02:00,2026-03-05T12:16:58+02:00,2026-03-05T17:16:58+07:00,2026-03-05T17:16:58+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,afead1b0df970a65c4d07daf99372014dfc8d313e552af6dc4efa84131e3919f,False
400862814:127131516,119245643,119245643,trade,Sell,GOLD,0.01,,5142.38,,,0.0,0.0,,0.0,,0,,400862814,A_main_trade,USD,2026-03-05T12:16:56+02:00,2026-03-05T12:16:56+02:00,2026-03-05T17:16:56+07:00,2026-03-05T17:16:56+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,bd5f3000bcba7a50fc4aa7c6c40cbcb0d4835a090f0e0394d17c6b40ee9c9131,False
400862814:127131091,119245254,119245254,trade,Sell,GOLD,0.01,,5142.78,,,0.0,0.0,,0.0,,0,,400862814,A_main_trade,USD,2026-03-05T12:16:28+02:00,2026-03-05T12:16:28+02:00,2026-03-05T17:16:28+07:00,2026-03-05T17:16:28+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,677b4d36d52bd5c6fca215ca1b21f817f26eb85e322fb9ea4799bd6507607d32,False
400862814:127131001,119245166,119245166,trade,Sell,GOLD,0.01,,5143.48,,,0.0,0.0,,0.0,,0,,400862814,A_main_trade,USD,2026-03-05T12:16:22+02:00,2026-03-05T12:16:22+02:00,2026-03-05T17:16:22+07:00,2026-03-05T17:16:22+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,c56f72f360b41de7ab61874994133b4d3b46af890eb805d5d8579f0ad13f9284,False
400862814:127130855,119245026,119245026,trade,Sell,GOLD,0.01,,5143.0,,,0.0,0.0,,0.0,,0,,400862814,A_main_trade,USD,2026-03-05T12:16:14+02:00,2026-03-05T12:16:14+02:00,2026-03-05T17:16:14+07:00,2026-03-05T17:16:14+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,cdc42e7a9f972e68efd9cabd6adca6e763079be1904d2c1d62ad0e7c02d9cc08,False
400862814:127130831,119245002,119245002,trade,Sell,GOLD,0.01,,5142.27,,,0.0,0.0,,0.0,,0,,400862814,A_main_trade,USD,2026-03-05T12:16:13+02:00,2026-03-05T12:16:13+02:00,2026-03-05T17:16:13+07:00,2026-03-05T17:16:13+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,8cb487f14b3f35c35f29302f8c832110a589598592e8ea418655edf05217245c,False
400862814:127130798,119244972,119244972,trade,Sell,GOLD,0.01,,5143.03,,,0.0,0.0,,0.0,,0,,400862814,A_main_trade,USD,2026-03-05T12:16:12+02:00,2026-03-05T12:16:12+02:00,2026-03-05T17:16:12+07:00,2026-03-05T17:16:12+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,0bbcc21eab93507c529d0e693ad46109fc1e2152bc05b914515775eff8b50492,False
400862814:127115477,119230609,119223332,trade,Sell,GOLD,0.01,,5156.02,,,0.0,0.0,,-9.3,,0,,400862814,A_main_trade,USD,2026-03-05T12:03:24+02:00,2026-03-05T12:03:24+02:00,2026-03-05T17:03:24+07:00,2026-03-05T17:03:24+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,c6ace76aeed7578d49c24e1c57976b8f8f7b0c842e65b60011fb3aa51d4ea0b4,False
400862814:127115478,119230610,119223336,trade,Sell,GOLD,0.01,,5156.02,,,0.0,0.0,,-9.35,,0,,400862814,A_main_trade,USD,2026-03-05T12:03:24+02:00,2026-03-05T12:03:24+02:00,2026-03-05T17:03:24+07:00,2026-03-05T17:03:24+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,3b2cbcc69233fbfa4cc75ccb3d7ec0a7fc7240cd3af28baa2fe6d46a78729696,False
400862814:127115479,119230608,119223355,trade,Sell,GOLD,0.01,,5156.02,,,0.0,0.0,,-9.08,,0,,400862814,A_main_trade,USD,2026-03-05T12:03:24+02:00,2026-03-05T12:03:24+02:00,2026-03-05T17:03:24+07:00,2026-03-05T17:03:24+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,fbcf9fa3ad71d4b4a728e57b60bc3a273e345997d31d14f6c3a319da0b0a922c,False
400862814:127115480,119230607,119223401,trade,Sell,GOLD,0.01,,5156.02,,,0.0,0.0,,-8.26,,0,,400862814,A_main_trade,USD,2026-03-05T12:03:24+02:00,2026-03-05T12:03:24+02:00,2026-03-05T17:03:24+07:00,2026-03-05T17:03:24+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,0f92ca18e10f279c8895337acaaa58a93aef216275a03cf4365b89f26f038783,False
400862814:127115481,119230605,119223765,trade,Sell,GOLD,0.01,,5156.02,,,0.0,0.0,,-6.91,,0,,400862814,A_main_trade,USD,2026-03-05T12:03:24+02:00,2026-03-05T12:03:24+02:00,2026-03-05T17:03:24+07:00,2026-03-05T17:03:24+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,675c0e8241bfb06feedac0a97ba7e3640a2a41419ca86d9ea2e01b83ed858358,False
400862814:127115482,119230606,119223478,trade,Sell,GOLD,0.01,,5156.02,,,0.0,0.0,,-8.52,,0,,400862814,A_main_trade,USD,2026-03-05T12:03:24+02:00,2026-03-05T12:03:24+02:00,2026-03-05T17:03:24+07:00,2026-03-05T17:03:24+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,7a56cf3c2ded70029c21462f4d1ca9b2c19f6373f2e7f83d2470f65cfb190d31,False
400862814:127108267,119223765,119223765,trade,Buy,GOLD,0.01,,5162.93,,,0.0,0.0,,0.0,,0,,400862814,A_main_trade,USD,2026-03-05T11:50:08+02:00,2026-03-05T11:50:08+02:00,2026-03-05T16:50:08+07:00,2026-03-05T16:50:08+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,38582ccc0fe7a53e52111fe823014ee5e6e135b8fcd722435e670c1bd4dab9ba,False
400862814:127107956,119223478,119223478,trade,Buy,GOLD,0.01,,5164.54,,,0.0,0.0,,0.0,,0,,400862814,A_main_trade,USD,2026-03-05T11:48:57+02:00,2026-03-05T11:48:57+02:00,2026-03-05T16:48:57+07:00,2026-03-05T16:48:57+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,774cbea67dab2bb37efd3f6368f173af51bd77cdea33a88322727a38a5019cae,False
400862814:127107880,119223401,119223401,trade,Buy,GOLD,0.01,,5164.28,,,0.0,0.0,,0.0,,0,,400862814,A_main_trade,USD,2026-03-05T11:48:42+02:00,2026-03-05T11:48:42+02:00,2026-03-05T16:48:42+07:00,2026-03-05T16:48:42+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,b1cde1dbee39b6511354b4a44ee9b43550914f2dbd4d012800bab559bb176cb9,False
400862814:127107835,119223355,119223355,trade,Buy,GOLD,0.01,,5165.1,,,0.0,0.0,,0.0,,0,,400862814,A_main_trade,USD,2026-03-05T11:48:35+02:00,2026-03-05T11:48:35+02:00,2026-03-05T16:48:35+07:00,2026-03-05T16:48:35+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,b581180346381d2a6cd1ac9f5f09b1d88585d1401ef2c4df62784e97f670fb0a,False
400862814:127107817,119223336,119223336,trade,Buy,GOLD,0.01,,5165.37,,,0.0,0.0,,0.0,,0,,400862814,A_main_trade,USD,2026-03-05T11:48:33+02:00,2026-03-05T11:48:33+02:00,2026-03-05T16:48:33+07:00,2026-03-05T16:48:33+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,c9eb44587b746505c14f9b2667a07598ec6c5c824abfd897aac20206a659e26e,False
400862814:127107814,119223332,119223332,trade,Buy,GOLD,0.01,,5165.32,,,0.0,0.0,,0.0,,0,,400862814,A_main_trade,USD,2026-03-05T11:48:32+02:00,2026-03-05T11:48:32+02:00,2026-03-05T16:48:32+07:00,2026-03-05T16:48:32+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,dbcc448a509bd24974f8e0aea3e403d7b18430586be9236884a894fd67fdf331,False
400862814:127107708,119223229,119222927,trade,Sell,GOLD,0.01,,5165.45,,,0.0,0.0,,0.51,,0,,400862814,A_main_trade,USD,2026-03-05T11:48:13+02:00,2026-03-05T11:48:13+02:00,2026-03-05T16:48:13+07:00,2026-03-05T16:48:13+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,eeb8aace3e59a0016e479ee3c78af054e07fec41ec3594e75ae220fa4e0eeaec,False
400862814:127107709,119223228,119222912,trade,Sell,GOLD,0.01,,5165.45,,,0.0,0.0,,0.46,,0,,400862814,A_main_trade,USD,2026-03-05T11:48:13+02:00,2026-03-05T11:48:13+02:00,2026-03-05T16:48:13+07:00,2026-03-05T16:48:13+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,ee0bba1d99435af855ee8d404df7b52f4d0cf5d3f300a673257310c23a08eda0,False
400862814:127107710,119223231,119223021,trade,Sell,GOLD,0.01,,5165.45,,,0.0,0.0,,-0.01,,0,,400862814,A_main_trade,USD,2026-03-05T11:48:13+02:00,2026-03-05T11:48:13+02:00,2026-03-05T16:48:13+07:00,2026-03-05T16:48:13+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,989de830162ba6cbd03e56a6ca97512a384c8bf99edb33a22cf53e44aa4a2014,False
400862814:127107711,119223232,119223005,trade,Sell,GOLD,0.01,,5165.45,,,0.0,0.0,,-0.64,,0,,400862814,A_main_trade,USD,2026-03-05T11:48:13+02:00,2026-03-05T11:48:13+02:00,2026-03-05T16:48:13+07:00,2026-03-05T16:48:13+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,61fb6ec3f284a01d46fcb7ee9936a3c1ad167fa842097bc5ccc42b4ab5901fbe,False
400862814:127107712,119223230,119222971,trade,Sell,GOLD,0.01,,5165.45,,,0.0,0.0,,-0.15,,0,,400862814,A_main_trade,USD,2026-03-05T11:48:13+02:00,2026-03-05T11:48:13+02:00,2026-03-05T16:48:13+07:00,2026-03-05T16:48:13+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,eb50c89f58c9204a4ed9b7ee62b0934024a196b06fbd7c8ac0792513c9e0a415,False
400862814:127107713,119223233,119223037,trade,Sell,GOLD,0.01,,5165.45,,,0.0,0.0,,0.0,,0,,400862814,A_main_trade,USD,2026-03-05T11:48:13+02:00,2026-03-05T11:48:13+02:00,2026-03-05T16:48:13+07:00,2026-03-05T16:48:13+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,1f101e1d3f1c06b9f376c77d116004d23d0600fdcb9bf8259b69898e4856676f,False
400862814:127107521,119223037,119223037,trade,Buy,GOLD,0.01,,5165.45,,,0.0,0.0,,0.0,,0,,400862814,A_main_trade,USD,2026-03-05T11:47:48+02:00,2026-03-05T11:47:48+02:00,2026-03-05T16:47:48+07:00,2026-03-05T16:47:48+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,1c8f2f45026d7ea137e66aa080aee7c9bd8e98800e2804e963d94fb48d9e0bb5,False
400862814:127107501,119223021,119223021,trade,Buy,GOLD,0.01,,5165.46,,,0.0,0.0,,0.0,,0,,400862814,A_main_trade,USD,2026-03-05T11:47:44+02:00,2026-03-05T11:47:44+02:00,2026-03-05T16:47:44+07:00,2026-03-05T16:47:44+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,4dda77b91cba77ffd7a1257574fae0833abd00d39e4a58631fce855c58ad9943,False
400862814:127107483,119223005,119223005,trade,Buy,GOLD,0.01,,5166.09,,,0.0,0.0,,0.0,,0,,400862814,A_main_trade,USD,2026-03-05T11:47:43+02:00,2026-03-05T11:47:43+02:00,2026-03-05T16:47:43+07:00,2026-03-05T16:47:43+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,f336531ffb80aa1bba28fec51301927f04847d3ed87ea867eb907b77fc4767b7,False
400862814:127107452,119222971,119222971,trade,Buy,GOLD,0.01,,5165.6,,,0.0,0.0,,0.0,,0,,400862814,A_main_trade,USD,2026-03-05T11:47:41+02:00,2026-03-05T11:47:41+02:00,2026-03-05T16:47:41+07:00,2026-03-05T16:47:41+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,99cd148d3041adb5944935e47149357765498e236c5d09e26778adb5a8aa4cba,False
400862814:127107405,119222927,119222927,trade,Buy,GOLD,0.01,,5164.94,,,0.0,0.0,,0.0,,0,,400862814,A_main_trade,USD,2026-03-05T11:47:35+02:00,2026-03-05T11:47:35+02:00,2026-03-05T16:47:35+07:00,2026-03-05T16:47:35+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,f793a39f8f3a912aee290aa3e16388403c99b78118d2e5d46b8a0d192c2a3208,False
400862814:127107389,119222912,119222912,trade,Buy,GOLD,0.01,,5164.99,,,0.0,0.0,,0.0,,0,,400862814,A_main_trade,USD,2026-03-05T11:47:33+02:00,2026-03-05T11:47:33+02:00,2026-03-05T16:47:33+07:00,2026-03-05T16:47:33+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,f2054f7bf92a1d8775194b978c70790d2719ce8d1352108c1276f80d091e729d,False
400862814:127099585,119215434,119214912,trade,Sell,GOLD,0.01,,5164.76,,,0.0,0.0,,0.27,,0,,400862814,A_main_trade,USD,2026-03-05T11:33:40+02:00,2026-03-05T11:33:40+02:00,2026-03-05T16:33:40+07:00,2026-03-05T16:33:40+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,9ff0da9bf671d2675ae0cca52ea08d82e7d30afbc4ccbc2d6ded299f177fa9f7,False
400862814:127099586,119215436,119215153,trade,Sell,GOLD,0.01,,5164.76,,,0.0,0.0,,0.03,,0,,400862814,A_main_trade,USD,2026-03-05T11:33:40+02:00,2026-03-05T11:33:40+02:00,2026-03-05T16:33:40+07:00,2026-03-05T16:33:40+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,4fb274001df6929df1165b13f595f5da6eff12a85160aefe248157989dd916dc,False
400862814:127099587,119215435,119214993,trade,Sell,GOLD,0.01,,5164.76,,,0.0,0.0,,0.73,,0,,400862814,A_main_trade,USD,2026-03-05T11:33:40+02:00,2026-03-05T11:33:40+02:00,2026-03-05T16:33:40+07:00,2026-03-05T16:33:40+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,513be8936c8e08f4ba7e867f361c1c60a639cef619bf8cc66143c0aa7182ea6f,False
400862814:127099588,119215433,119214890,trade,Sell,GOLD,0.01,,5164.76,,,0.0,0.0,,-0.53,,0,,400862814,A_main_trade,USD,2026-03-05T11:33:40+02:00,2026-03-05T11:33:40+02:00,2026-03-05T16:33:40+07:00,2026-03-05T16:33:40+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,8f6643cc32ac348646683939cd1ae2a798f7d4e41f5e4bdcce8a0a13bc1b9343,False
400862814:127099281,119215153,119215153,trade,Buy,GOLD,0.01,,5164.73,,,0.0,0.0,,0.0,,0,,400862814,A_main_trade,USD,2026-03-05T11:32:45+02:00,2026-03-05T11:32:45+02:00,2026-03-05T16:32:45+07:00,2026-03-05T16:32:45+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,77f06eb143cbcf321b47c9c1f6179e5a4b0dbafcc4ee775e9c3c3c39998dd848,False
400862814:127099101,119214993,119214993,trade,Buy,GOLD,0.01,,5164.03,,,0.0,0.0,,0.0,,0,,400862814,A_main_trade,USD,2026-03-05T11:32:17+02:00,2026-03-05T11:32:17+02:00,2026-03-05T16:32:17+07:00,2026-03-05T16:32:17+07:00,2026-03-05,2026-03-05,,,,,,,MT5,1d4561b7-ba1f-49b7-a8f4-3d4bb5009e42,2026-03-06T02:00:02Z,41626845125b1dc300e9d5011447c68ec40202e6edb41e95c39a30a14819d90d,False
